Name,Address,Stars,Reviews,Phone,Hours,Website,GoogleURL
Dr. Ernesto Salgado Sánchez," Consultorio 1060, Av. Kepler No.2143-10 Piso",3.6,24,12223234901,Cerrado ⋅ Abre a las 10 a.m. del sáb ,http://drernestosalgado.com/,https://www.google.com/maps/place/Dr.+Ernesto+Salgado+S%C3%A1nchez/data=!4m7!3m6!1s0x85cfc745cdd00007:0x675675993fe950fc!8m2!3d19.0212498!4d-98.2346709!16s%2Fg%2F11fcsztt2w!19sChIJBwDQzUXHz4UR_FDpP5l1Vmc?authuser=0&hl=es-419&rclk=1
Consultorio Médico," Esq. 117 Pte, C. 15 Sur 1503-B",5.0,2,,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfb89a750285db:0x124f19bccefa2cd1!8m2!3d18.9921275!4d-98.25015!16s%2Fg%2F1pxw50ph7!19sChIJ24UCdZq4z4UR0Sz6zrwZTxI?authuser=0&hl=es-419&rclk=1
CONSULTORIO MÉDICO," C. 20 de Noviembre 5928",5.0,1,222 245 8314,,,https://www.google.com/maps/place/CONSULTORIO+M%C3%89DICO/data=!4m7!3m6!1s0x85cfc0a546111b39:0x5951cd9596af956d!8m2!3d19.0165434!4d-98.2092701!16s%2Fg%2F1ptx9_wzf!19sChIJORsRRqXAz4URbZWvlpXNUVk?authuser=0&hl=es-419&rclk=1
Dr. Jose Carlos Arroyo Kuribreña," Av. Kepler 2143-Oficina 3705",4.6,12,222 225 2453,Cerrado ⋅ Abre a las 8:30 a.m. del lun ,http://www.urolappuebla.com/,https://www.google.com/maps/place/Dr.+Jose+Carlos+Arroyo+Kuribre%C3%B1a/data=!4m7!3m6!1s0x85cfc741a8c87745:0xd39f42d9496a0a97!8m2!3d19.0211141!4d-98.2357576!16s%2Fg%2F1tfzbjcq!19sChIJRXfIqEHHz4URlwpqSdlCn9M?authuser=0&hl=es-419&rclk=1
Cardiólogo Dr. José Manuel Alvarado Carbajal," Hospital Puebla, consultorio 615, Priv. de las Ramblas # 4",4.1,18,222 739 5984,Abierto ⋅ Cierra a las 7 p.m. ,https://clinicadelcorazon.com.mx/,https://www.google.com/maps/place/Cardi%C3%B3logo+Dr.+Jos%C3%A9+Manuel+Alvarado+Carbajal/data=!4m7!3m6!1s0x85cfc14bdd7c846b:0x5ef5456ee18bfac0!8m2!3d19.030456!4d-98.2285989!16s%2Fg%2F11gh_fzjq4!19sChIJa4R83UvBz4URwPqL4W5F9V4?authuser=0&hl=es-419&rclk=1
Condominio Médico Bios," Mártires del 2 de Octubre 4355",5.0,3,222 212 2973,Abierto ⋅ Cierra a las 9 p.m. ,,https://www.google.com/maps/place/Condominio+M%C3%A9dico+Bios/data=!4m7!3m6!1s0x85cfc0bde162427b:0x566b23c13102acb3!8m2!3d19.0233326!4d-98.2004983!16s%2Fg%2F1txc7cfv!19sChIJe0Ji4b3Az4URs6wCMcEja1Y?authuser=0&hl=es-419&rclk=1
Instituto Cardiovascular de Puebla," Paseo de las Ramblas 2 A-interior 101",4.8,257,222 292 0877,Cierra pronto ⋅ 6 p.m. ⋅ Abre a las 9 a.m. del sáb ,https://icvp.com.mx/,https://www.google.com/maps/place/Instituto+Cardiovascular+de+Puebla/data=!4m7!3m6!1s0x85cfc7465cb3a6cd:0x67c3a3daeec44403!8m2!3d19.0304693!4d-98.2284293!16s%2Fg%2F1tdr3ndr!19sChIJzaazXEbHz4URA0TE7tqjw2c?authuser=0&hl=es-419&rclk=1
Dr. Fernando Zaraín Llaguno," Av. Kepler 2143",5.0,9,222 303 8386,Cerrado ⋅ Abre a las 11 a.m. del lun ,https://www.facebook.com/DrFernandoZarainLlaguno,https://www.google.com/maps/place/Dr.+Fernando+Zara%C3%ADn+Llaguno/data=!4m7!3m6!1s0x85cfc71640a2c4e1:0xd390e81d400bad87!8m2!3d19.021297!4d-98.2347606!16s%2Fg%2F11flc05hfc!19sChIJ4cSiQBbHz4URh60LQB3okNM?authuser=0&hl=es-419&rclk=1
Medicalidad," C. 9 Sur 4115",0.0,0,221 348 0859,Cierra pronto ⋅ 6 p.m. ⋅ Abre a las 4 p.m. del sáb ,https://www.facebook.com/Medicalidad-1904195816482399/,https://www.google.com/maps/place/Medicalidad/data=!4m7!3m6!1s0x85cfc19c71103567:0x4ccff4162e046523!8m2!3d19.0282039!4d-98.2161161!16s%2Fg%2F11jcmd26y8!19sChIJZzUQcZzBz4URI2UELhb0z0w?authuser=0&hl=es-419&rclk=1
Doctor Pérez Toriz José Mario Ulises," Blvd. Kepler 2143",2.3,6,222 225 2603,,,https://www.google.com/maps/place/Doctor+P%C3%A9rez+Toriz+Jos%C3%A9+Mario+Ulises/data=!4m7!3m6!1s0x85cfc7465cb3a6cd:0x66795fda43301a4!8m2!3d19.0238417!4d-98.234338!16s%2Fg%2F1tfl9_dl!19sChIJzaazXEbHz4URpAEzpP2VZwY?authuser=0&hl=es-419&rclk=1
"Dr. Dante Oropeza Canto, Neurólogo"," Av. Kepler 2143",3.0,8,,,https://www.doctoralia.com.mx/dante-oropeza-canto/neurofisiologo-neurologo/puebla?utm_source=google&utm_medium=gmb&utm_campaign=100202&utm_content=website,"https://www.google.com/maps/place/Dr.+Dante+Oropeza+Canto,+Neur%C3%B3logo/data=!4m7!3m6!1s0x85cfc755adb69e3f:0x23be150f737e011b!8m2!3d19.0213338!4d-98.2347394!16s%2Fg%2F11fnxvzym_!19sChIJP562rVXHz4URGwF-cw8VviM?authuser=0&hl=es-419&rclk=1"
"Dr. José Antonio Cruz Ricárdez, Traumatólogo"," Priv. de las Ramblas 4 Hospital-Consultorio 201",5.0,115,222 956 8068,Abierto ⋅ Cierra a las 8:30 p.m. ,https://www.doctoralia.com.mx/jose-antonio-cruz-ricardez/traumatologo-ortopedista/puebla?utm_source=google&utm_medium=gmb&utm_campaign=123261&utm_content=website,"https://www.google.com/maps/place/Dr.+Jos%C3%A9+Antonio+Cruz+Ric%C3%A1rdez,+Traumat%C3%B3logo/data=!4m7!3m6!1s0x85cfc73650eeac49:0xf827fdc40e5d05d3!8m2!3d19.0303848!4d-98.2285144!16s%2Fg%2F11gr2fc44h!19sChIJSazuUDbHz4UR0wVdDsT9J_g?authuser=0&hl=es-419&rclk=1"
C.Centro Médico Anzures," C. 12 A Sur 3518",3.8,11,,,,https://www.google.com/maps/place/C.Centro+M%C3%A9dico+Anzures/data=!4m7!3m6!1s0x85cfc0959144269d:0x3e8b47565c7d59bd!8m2!3d19.0255805!4d-98.1984459!16s%2Fg%2F1q5bs9nmb!19sChIJnSZEkZXAz4URvVl9XFZHiz4?authuser=0&hl=es-419&rclk=1
Consultorio Médico," Av 27 Pte 706-1",3.4,5,222 211 4013,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc0c591b7977b:0x74fa1015795ced34!8m2!3d19.0370059!4d-98.209367!16s%2Fg%2F11cnwdhczr!19sChIJe5e3kcXAz4URNO1ceRUQ-nQ?authuser=0&hl=es-419&rclk=1
Mi Consultorio Las Ánimas," Av. Privada 29, C. 29 C. Sur 3521-Local B",0.0,0,800 801 6900,Abierto ⋅ Cierra a las 8:30 p.m. ,https://www.miconsultoriomx.com/mi-consultorio,https://www.google.com/maps/place/Mi+Consultorio+Las+%C3%81nimas/data=!4m7!3m6!1s0x85cfc78fe28f8b81:0xd81fdcc98e2cc9f7!8m2!3d19.0414592!4d-98.2293573!16s%2Fg%2F11swwxyj9l!19sChIJgYuP4o_Hz4UR98ksjsncH9g?authuser=0&hl=es-419&rclk=1
Hospital MAC Puebla," Anillo Perif. Ecológico 3507",4.3,972,55 4169 8514,Abierto las 24 horas ,http://www.hospitalesmac.com/,https://www.google.com/maps/place/Hospital+MAC+Puebla/data=!4m7!3m6!1s0x85cfc79dffeb520b:0xf177c9ecea2a0896!8m2!3d19.020671!4d-98.2647272!16s%2Fg%2F11g6pwr_4j!19sChIJC1Lr_53Hz4URlggq6uzJd_E?authuser=0&hl=es-419&rclk=1
Médico," C. 16 de Septiembre 10509",5.0,1,222 517 9513,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/M%C3%A9dico/data=!4m7!3m6!1s0x85cfb8b1bce09839:0x70135e9eea534a3e!8m2!3d18.9908263!4d-98.2283493!16s%2Fg%2F11bbrm1pzq!19sChIJOZjgvLG4z4URPkpT6p5eE3A?authuser=0&hl=es-419&rclk=1
"Dr. Miguel Enrique Pérez García, Médico general"," Tierra y Libertad 107-Int 19",4.4,7,222 156 9359,Cerrado ⋅ Abre a las 10:30 a.m. del sáb ,,"https://www.google.com/maps/place/Dr.+Miguel+Enrique+P%C3%A9rez+Garc%C3%ADa,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfb93c5ce6eecf:0xf499e45fcc755bf!8m2!3d19.0032108!4d-98.2220888!16s%2Fg%2F11jffcv66w!19sChIJz-7mXDy5z4URv1XH_EWeSQ8?authuser=0&hl=es-419&rclk=1"
Dr. Gerardo Martínez Argot," Nevado de Toluca 2722",4.8,57,220 175 7479,Cierra pronto ⋅ 6 p.m. ⋅ Abre a las 10 a.m. del sáb ,http://www.doctoralia.com.mx/z/mts71x,https://www.google.com/maps/place/Dr.+Gerardo+Mart%C3%ADnez+Argot/data=!4m7!3m6!1s0x85cfc17e5e4511fb:0x77d37ad96e95672a!8m2!3d19.0404097!4d-98.2185937!16s%2Fg%2F11svwz1hhw!19sChIJ-xFFXn7Bz4URKmeVbtl603c?authuser=0&hl=es-419&rclk=1
Médico Bariatra / Medicina Estética - Dr Eduardo Cruz," C. 11 Sur 5513-2",4.7,14,222 240 2499,Abre pronto: ⋅ 5:30 p.m. ,http://www.dreduardocruz.com/,https://www.google.com/maps/place/M%C3%A9dico+Bariatra+%2F+Medicina+Est%C3%A9tica+-+Dr+Eduardo+Cruz/data=!4m7!3m6!1s0x85cfc0c5adfc74ab:0x19f63bf2819e2063!8m2!3d19.0230394!4d-98.2210832!16s%2Fg%2F11dxb0_b8s!19sChIJq3T8rcXAz4URYyCegfI79hk?authuser=0&hl=es-419&rclk=1
CONSULTORIO MEDICO," Calle 14 SUR Gustavo Díaz Ordaz 5101 Interior 104, Jardines Manuel",0.0,0,222 264 2401,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/CONSULTORIO+MEDICO/data=!4m7!3m6!1s0x85cfc0bd7ea340ad:0x9f0a5ece7380a298!8m2!3d19.0197833!4d-98.199634!16s%2Fg%2F1ptxw_47y!19sChIJrUCjfr3Az4URmKKAc85eCp8?authuser=0&hl=es-419&rclk=1
Consultorio Médico," Avenida Universidad Autónoma de Puebla O C 14 Sur 5536",3.0,1,222 245 2570,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc0a3caa78871:0xeb36498498aa3518!8m2!3d19.0127082!4d-98.2023999!16s%2Fg%2F11cnwf2ltq!19sChIJcYinyqPAz4URGDWqmIRJNus?authuser=0&hl=es-419&rclk=1
Dr. Joe Hernández Sánchez," Anillo Perif. Ecológico 3505-2",4.8,23,222 330 1232,,https://www.doctoralia.com.mx/z/WEuCQM,https://www.google.com/maps/place/Dr.+Joe+Hern%C3%A1ndez+S%C3%A1nchez/data=!4m7!3m6!1s0x85cfc7786b426741:0x33a8fa711f38319a!8m2!3d19.0205158!4d-98.2650664!16s%2Fg%2F11vkbp_t15!19sChIJQWdCa3jHz4URmjE4H3H6qDM?authuser=0&hl=es-419&rclk=1
"Dr. Aleph Adel Domínguez, Médico general"," Blvd. Héroes del 5 de Mayo 2307",5.0,6,222 324 4405,Abierto ⋅ Cierra a las 8 p.m. ,https://www.doctoralia.com.mx/aleph-adel-dominguez/medico-general/puebla?utm_source=google&utm_medium=gmb&utm_campaign=95926&utm_content=website,"https://www.google.com/maps/place/Dr.+Aleph+Adel+Dom%C3%ADnguez,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc0c86d3f23a3:0xc70f43d272763fd2!8m2!3d19.0334327!4d-98.1998909!16s%2Fg%2F11f3c6bfcb!19sChIJoyM_bcjAz4UR0j92ctJDD8c?authuser=0&hl=es-419&rclk=1"
Dr. Alexandre Advear Alvarez Becerra - Médico General - Cirujano Partero," Sección a 60",5.0,70,222 158 8177,Abierto las 24 horas ,,https://www.google.com/maps/place/Dr.+Alexandre+Advear+Alvarez+Becerra+-+M%C3%A9dico+General+-+Cirujano+Partero/data=!4m7!3m6!1s0x85cfc1bab119fa99:0xba2cc00b63303dd2!8m2!3d19.0172042!4d-98.1917484!16s%2Fg%2F11vwf45ws_!19sChIJmfoZsbrBz4UR0j0wYwvALLo?authuser=0&hl=es-419&rclk=1
"Dra. Elsa Moran Rodriguez, Médico general"," Blvd. Lic. Luis Sánchez Pontón 412-A",0.0,0,222 174 2713,,https://www.doctoralia.com.mx/elsa-moran-rodriguez/medico-general-terapeuta-complementario/puebla?utm_source=google&utm_medium=gmb&utm_campaign=34972&utm_content=website,"https://www.google.com/maps/place/Dra.+Elsa+Moran+Rodriguez,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc1b931bb650d:0x4875f3b0c2292d98!8m2!3d19.0259583!4d-98.2041909!16s%2Fg%2F11rpp0jpmj!19sChIJDWW7MbnBz4URmC0pwrDzdUg?authuser=0&hl=es-419&rclk=1"
Dr. Mario Jiménez Hernández," Hospital Angeles Puebla, Av. Kepler 2143-Consultorio 890, piso 8, torre 1",4.9,19,221 638 4067,Cerrado ⋅ Abre a las 11 a.m. del sáb ,https://www.icrnefrologia.com/,https://www.google.com/maps/place/Dr.+Mario+Jim%C3%A9nez+Hern%C3%A1ndez/data=!4m7!3m6!1s0x85cfc77603055555:0x948c4686fefe1310!8m2!3d19.0222878!4d-98.2317264!16s%2Fg%2F11jyglzhz2!19sChIJVVUFA3bHz4UREBP-_oZGjJQ?authuser=0&hl=es-419&rclk=1
"Dr. Gerardo Sánchez Martínez, Médico general"," Calle 39 Ote 1010",0.0,0,,,https://www.doctoralia.com.mx/gerardo-sanchez-martinez/medico-general/puebla?utm_source=google&utm_medium=gmb&utm_campaign=401951&utm_content=website,"https://www.google.com/maps/place/Dr.+Gerardo+S%C3%A1nchez+Mart%C3%ADnez,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc18c348b0ea5:0x32061e44809065b1!8m2!3d19.0253105!4d-98.1998901!16s%2Fg%2F11wwfq6g2w!19sChIJpQ6LNIzBz4URsWWQgEQeBjI?authuser=0&hl=es-419&rclk=1"
Consultorio Médico de Medicina Interna," Boulevard 2 de Octubre 4355-Interior 103",5.0,1,222 211 1534,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico+de+Medicina+Interna/data=!4m7!3m6!1s0x85cfc0be0a07a121:0x6420d684f45e973a!8m2!3d19.0236144!4d-98.2005408!16s%2Fg%2F11cnwhrq2s!19sChIJIaEHCr7Az4UROpde9ITWIGQ?authuser=0&hl=es-419&rclk=1
Plaza Medica 1," Plaza Médica I, C. 13 Sur 1907-interior 108",4.3,13,,,,https://www.google.com/maps/place/Plaza+Medica+1/data=!4m7!3m6!1s0x85cfb899aaa7f6a7:0x88eb2857153dcfc3!8m2!3d19.0415945!4d-98.2119211!16s%2Fg%2F1ptx5llpn!19sChIJp_anqpm4z4URw889FVco64g?authuser=0&hl=es-419&rclk=1
"Dr. Esteban Meza Zempoaltecatl, Reumatólogo"," Hospital Puebla, Priv. de las Ramblas 4-consultorio 630",4.2,10,222 710 9528,,https://www.doctoralia.com.mx/esteban-meza-zempoaltecatl/reumatologo/puebla?utm_source=google&utm_medium=gmb&utm_campaign=93991&utm_content=website,"https://www.google.com/maps/place/Dr.+Esteban+Meza+Zempoaltecatl,+Reumat%C3%B3logo/data=!4m7!3m6!1s0x85cfc7365ca11c33:0xe66765ec81549430!8m2!3d19.0307446!4d-98.2289276!16s%2Fg%2F11f4ldd0r6!19sChIJMxyhXDbHz4URMJRUgexlZ-Y?authuser=0&hl=es-419&rclk=1"
consultorio medico dr angel ojeda," C. 13 Sur 1305",0.0,0,222 447 6972,Abierto ⋅ Cierra a las 8 p.m. ,,https://www.google.com/maps/place/consultorio+medico+dr+angel+ojeda/data=!4m7!3m6!1s0x85cfc12cf2eb9a71:0xd334b3d1293bbe8d!8m2!3d19.044053!4d-98.2102678!16s%2Fg%2F11gy8h4q7s!19sChIJcZrr8izBz4URjb47KdGzNNM?authuser=0&hl=es-419&rclk=1
Consultorio de Medicina," Av. Orión Sur 713",0.0,0,222 166 6944,,,https://www.google.com/maps/place/Consultorio+de+Medicina/data=!4m7!3m6!1s0x85cfc7795ee01c57:0x911b083c2256ed9!8m2!3d19.0249754!4d-98.2583968!16s%2Fg%2F11h4ddg0wt!19sChIJVxzgXnnHz4UR2W4lwoOwEQk?authuser=0&hl=es-419&rclk=1
AT&T TORRES MEDICAS," Anillo Perif. Ecológico 3507-Local 2",0.0,0,222 431 4444,Abierto ⋅ Cierra a las 7:30 p.m. ,https://www.torresmedicas.com/Veracruz/,https://www.google.com/maps/place/AT%26T+TORRES+MEDICAS/data=!4m7!3m6!1s0x85cfc7ebee6b338b:0x2b00cf6055d7c694!8m2!3d19.0207329!4d-98.2645398!16s%2Fg%2F11h7fyfngv!19sChIJizNr7uvHz4URlMbXVWDPACs?authuser=0&hl=es-419&rclk=1
Consultorio de Medicina General," Calle Privada 9 C Sur 4108-Interior 303",0.0,0,222 237 0453,,,https://www.google.com/maps/place/Consultorio+de+Medicina+General/data=!4m7!3m6!1s0x85cfc0c97bf36e85:0x931b79edf3b0d008!8m2!3d19.0322794!4d-98.2154609!16s%2Fg%2F11cmsq8rl8!19sChIJhW7ze8nAz4URCNCw8-15G5M?authuser=0&hl=es-419&rclk=1
Médico Internista en Puebla | Unidad Metabólica PueblaMed," C. 17 Sur 1305",5.0,2,222 188 0169,Abierto ⋅ Cierra a las 8 p.m. ,https://unidadmetabolicapueblamed.com/medicina-interna-en-puebla/,https://www.google.com/maps/place/M%C3%A9dico+Internista+en+Puebla+%7C+Unidad+Metab%C3%B3lica+PueblaMed/data=!4m7!3m6!1s0x85cfc18ae987f4ed:0x7092df298b635f38!8m2!3d19.0456111!4d-98.2133094!16s%2Fg%2F11kq6zjfx4!19sChIJ7fSH6YrBz4UROF9jiynfknA?authuser=0&hl=es-419&rclk=1
Bios Nova Grupo Médico Puebla," C. 20 Sur #2134",4.7,3,222 243 6041,Abierto ⋅ Cierra a las 8 p.m. ,http://www.biosnova.com.mx/,https://www.google.com/maps/place/Bios+Nova+Grupo+M%C3%A9dico+Puebla/data=!4m7!3m6!1s0x85cfc0c46e1d685b:0x168e0721bae5fd5d!8m2!3d19.0287063!4d-98.1905767!16s%2Fg%2F1ptyf_9sq!19sChIJW2gdbsTAz4URXf3luiEHjhY?authuser=0&hl=es-419&rclk=1
"Dra. Monse Pantoja Morales, Médico general"," C. 9 Sur 4115",0.0,0,,,https://www.doctoralia.com.mx/monse-pantoja-morales/medico-general/puebla?utm_source=google&utm_medium=gmb&utm_campaign=298776&utm_content=website,"https://www.google.com/maps/place/Dra.+Monse+Pantoja+Morales,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc1cc8f168aeb:0xabebf8f6f6b11186!8m2!3d19.0314541!4d-98.2142792!16s%2Fg%2F11pdw2ltwx!19sChIJ64oWj8zBz4URhhGx9vb466s?authuser=0&hl=es-419&rclk=1"
Consultorio Médico," Río Nazas 5316",0.0,0,222 245 0137,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc0a2911815ab:0x41abfe03b39d4311!8m2!3d19.0157316!4d-98.2002493!16s%2Fg%2F11cnw8ztbg!19sChIJqxUYkaLAz4UREUOdswP-q0E?authuser=0&hl=es-419&rclk=1
Dr. Antonio Hernández González HOMEOPATÍA," Privada 9 ""A"" Sur 3902",4.8,33,222 211 1015,Abierto ⋅ Cierra a las 7:30 p.m. ,http://drantonioh.com/,https://www.google.com/maps/place/Dr.+Antonio+Hern%C3%A1ndez+Gonz%C3%A1lez+HOMEOPAT%C3%8DA/data=!4m7!3m6!1s0x85cfc0c7f12cbfa1:0x5302761f348401fb!8m2!3d19.0329322!4d-98.2137829!16s%2Fg%2F1ptvqtdbt!19sChIJob8s8cfAz4UR-wGENB92AlM?authuser=0&hl=es-419&rclk=1
"Dr. Ángel de Jesús Angeles Zenteno, Médico general"," Priv. 12 A Sur 3936",0.0,0,,,https://www.doctoralia.com.mx/angel-de-jesus-angeles-zenteno/medico-general/puebla?utm_source=google&utm_medium=gmb&utm_campaign=308656&utm_content=website,"https://www.google.com/maps/place/Dr.+%C3%81ngel+de+Jes%C3%BAs+Angeles+Zenteno,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc1828385dd73:0xf6dad1d2f71ee5c4!8m2!3d19.0057907!4d-98.2068405!16s%2Fg%2F11t15d5m6_!19sChIJc92Fg4LBz4URxOUe99LR2vY?authuser=0&hl=es-419&rclk=1"
Médica 13 Puebla," Av. 13 Pte. No.1304",4.0,38,222 949 1874,Abierto las 24 horas ,,https://www.google.com/maps/place/M%C3%A9dica+13+Puebla/data=!4m7!3m6!1s0x85cfc1460eb737ed:0xc1ff5af4c8bf1583!8m2!3d19.0448665!4d-98.2105255!16s%2Fg%2F11hl0zvd0h!19sChIJ7Te3DkbBz4URgxW_yPRa_8E?authuser=0&hl=es-419&rclk=1
"Dra. Alejandra Salazar, Internista"," 201 Diagonal Defensores de la República",5.0,1,221 398 8491,Cerrado ⋅ Abre a las 8 a.m. del sáb ,/aclk?sa=L&ai=DChsSEwiBtvj0yPePAxW4lu4BHT-JNDMYACICCAEQBRoCZHo&co=1&ase=2&gclid=EAIaIQobChMIgbb49Mj3jwMVuJbuAR0_iTQzEBAYASAAEgJpSPD_BwE&cid=CAASQuRogwBGNit_8QmMbVZeaG2n2ZkzZa_2oERn_yxepp7c1JbFBuKxwgFmnU6mIf11Qf6L-M89ueEnz4bVPAS8N7bIMg&cce=2&category=acrcp_v1_32&sig=AOD64_31txlXzvanufljzBAG3aShvLj4Uw&adurl&q&ctype=99&nis=6,"https://www.google.com/maps/place/Dra.+Alejandra+Salazar,+Internista/data=!4m7!3m6!1s0x85cfc16b095c960f:0xfb036594c6420cb4!8m2!3d19.058563!4d-98.210148!16s%2Fg%2F11nwbx0l2r!19sChIJD5ZcCWvBz4URtAxCxpRlA_s?authuser=0&hl=es-419&rclk=1"
Hospital Puebla," 4 Privada de las Ramblas",4.3,703,222 594 0600,Abierto las 24 horas ,/aclk?sa=L&ai=DChsSEwiBtvj0yPePAxW4lu4BHT-JNDMYACICCAEQABoCZHo&co=1&ase=2&gclid=EAIaIQobChMIgbb49Mj3jwMVuJbuAR0_iTQzEBAYAiAAEgLUUfD_BwE&cid=CAASQuRogwBGNit_8QmMbVZeaG2n2ZkzZa_2oERn_yxepp7c1JbFBuKxwgFmnU6mIf11Qf6L-M89ueEnz4bVPAS8N7bIMg&cce=2&category=acrcp_v1_32&sig=AOD64_2e5mVhvfKlXTGeYgO5aLbcsMKvCw&adurl&q&ctype=99&nis=6,https://www.google.com/maps/place/Hospital+Puebla/data=!4m7!3m6!1s0x85cfc776ef75190d:0xde4d9063394de177!8m2!3d19.030434!4d-98.22856!16s%2Fg%2F1tdxqt7h!19sChIJDRl173bHz4URd-FNOWOQTd4?authuser=0&hl=es-419&rclk=1
Dr. Eduardo Roberto Hernández Escobar Diabetólogo," Torres Médicas I, Penhouse 1610, Anillo Perif. Ecológico 3507",4.9,112,222 120 3034,Abierto ⋅ Cierra a las 8 p.m. ,https://www.doctoralia.com.mx/eduardo-roberto-hernandez-escobar/diabetologo-medico-estetico-especialista-en-obesidad-y-delgadez/puebla,https://www.google.com/maps/place/Dr.+Eduardo+Roberto+Hern%C3%A1ndez+Escobar+Diabet%C3%B3logo/data=!4m7!3m6!1s0x85cfc10d5998eff5:0xd57d2111b42b7eaf!8m2!3d19.020178!4d-98.264785!16s%2Fg%2F11g_rmq4gq!19sChIJ9e-YWQ3Bz4URr34rtBEhfdU?authuser=0&hl=es-419&rclk=1
Consultorio Médico Geriatra Dr. Angel Vázquez Flores," C. 3 B Sur 4316",5.0,14,221 178 5809,,http://widgets.hulilabs.com/es/doctor/calendars?wid=dc0&did=55856,https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Geriatra+Dr.+Angel+V%C3%A1zquez+Flores/data=!4m7!3m6!1s0x85cfc1df5fd5ca45:0x2609893413ae71ea!8m2!3d19.0283559!4d-98.2113366!16s%2Fg%2F11kb8z2k9s!19sChIJRcrVX9_Bz4UR6nGuEzSJCSY?authuser=0&hl=es-419&rclk=1
Médico-Bariatra," Av 29 Pte 2715",3.7,3,222 237 9500,Abierto ⋅ Cierra a las 7 p.m. ,,https://www.google.com/maps/place/M%C3%A9dico-Bariatra/data=!4m7!3m6!1s0x85cfc72c37896b0f:0x24b8cdd1de117563!8m2!3d19.0438427!4d-98.2255916!16s%2Fg%2F1ptz59sh8!19sChIJD2uJNyzHz4URY3UR3tHNuCQ?authuser=0&hl=es-419&rclk=1
"Dr. Juan Carlos Villalobos Olivera, Médico general"," SUCURSAL Torres Médicas Fifty Doctor´s, Blvrd 14 Sur 4302-Consultorio 258",0.0,0,222 706 0583,,https://www.doctoralia.com.mx/juan-carlos-villalobos-olivera/medico-general-medico-de-familia/puebla?utm_source=google&utm_medium=gmb&utm_campaign=303441&utm_content=website,"https://www.google.com/maps/place/Dr.+Juan+Carlos+Villalobos+Olivera,+M%C3%A9dico+general/data=!4m7!3m6!1s0x85cfc71809e82d19:0x3945a4e0cd87ec7e!8m2!3d19.0221817!4d-98.1985603!16s%2Fg%2F11spwnh51s!19sChIJGS3oCRjHz4URfuyHzeCkRTk?authuser=0&hl=es-419&rclk=1"
Consultorio Médico," C. 7 Sur 2906",5.0,1,222 243 4308,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico/data=!4m7!3m6!1s0x85cfc0c5fb49d25d:0xeb4653125bebcfd2!8m2!3d19.0355352!4d-98.2095967!16s%2Fg%2F11cmsq9m2_!19sChIJXdJJ-8XAz4UR0s_rWxJTRus?authuser=0&hl=es-419&rclk=1
Consultorio Médico Dr. José Luis Días Ureña," Av 7 Ote, De Analco",5.0,1,,,,https://www.google.com/maps/place/Consultorio+M%C3%A9dico+Dr.+Jos%C3%A9+Luis+D%C3%ADas+Ure%C3%B1a/data=!4m7!3m6!1s0x85cfc0ee67f8483b:0xa6a74ef2d463a7b6!8m2!3d19.0372524!4d-98.1905832!16s%2Fg%2F1pv60lk38!19sChIJO0j4Z-7Az4URtqdj1PJOp6Y?authuser=0&hl=es-419&rclk=1
Consultorio Medico General - Dra. Adriana Zúñiga Márquez,Médico de familia,0.0,0,221 718 3437,,,https://www.google.com/maps/place/Consultorio+Medico+General+-+Dra.+Adriana+Z%C3%BA%C3%B1iga+M%C3%A1rquez/data=!4m7!3m6!1s0x85cfc77ff6d7d709:0x282cbd1557c648c!8m2!3d19.0184612!4d-98.2620722!16s%2Fg%2F11sdyfw8cp!19sChIJCdfX9n_Hz4URjGR8VdHLggI?authuser=0&hl=es-419&rclk=1
GRUPO MEDICO DE ESPECIALISTAS," Av. 31 Pte. 3327",0.0,0,222 249 7808,Abierto ⋅ Cierra a las 7 p.m. ,,https://www.google.com/maps/place/GRUPO+MEDICO+DE+ESPECIALISTAS/data=!4m7!3m6!1s0x85cfc72fc910c685:0x6ce24ac9c945f193!8m2!3d19.046129!4d-98.2326737!16s%2Fg%2F1tdlhmzm!19sChIJhcYQyS_Hz4URk_FFyclK4mw?authuser=0&hl=es-419&rclk=1
